TimeOfProc,UTC,File,CRC,DataSize,MissionID,STEUMod,InternalTime,centroid_numStars,liebe_succeed,liebe_sraTime,liebe_possibleMatch,liebeAD_succeed,liebeAD_vfyTime,liebeAD_numStarsSRA,liebeAD_ID1,liebeAD_ID2,liebeAD_ID3,liebeAD_Qeci2stsCoarse_w,liebeAD_Qeci2stsCoarse_i,liebeAD_Qeci2stsCoarse_j,liebeAD_Qeci2stsCoarse_k,liebeAD_numStarsVfyAD,liebeAD_quality,liebeAD_Qeci2sts_w,liebeAD_Qeci2sts_i,liebeAD_Qeci2sts_j,liebeAD_Qeci2sts_k,liebeProc_boreRA,liebeProc_boreDEC,liebeProc_Qeci2sat_w,liebeProc_Qeci2sat_i,liebeProc_Qeci2sat_j,liebeProc_Qeci2sat_k,centThresh_maxInt,centThresh_areaLargerThan,liebe_cat,liebeTol_minStar,liebeTol_angDist,liebeTol_coneDist,vfyTol_minDist,vfyTol_minStar,vfyTol_minQuality,pred_jday,pred_canSTS,pred_isSSA,pred_ELA,pred_x_ECI,pred_y_ECI,pred_z_ECI,pred_vx_ECI,pred_vy_ECI,pred_vz_ECI,pred_lat,pred_long,pred_alt,pred_Qeci2sts_w,pred_Qeci2sts_i,pred_Qeci2sts_j,pred_Qeci2sts_k,pred_boreRA,pred_boreDEC,pred_Qeci2sat_w,pred_Qeci2sat_i,pred_Qeci2sat_j,pred_Qeci2sat_k,adVcoarse,coarseVpred,adVpred
16/5/2016 15:25,21/2/2016 4:32,56C93DE8,1,436,2016022104,1,29,11,1,0.016327,5,1,0.0089377,3,5987,5982,5904,0.263,0.25697,-0.20571,0.90691,9,0.81818,0.2623,0.25638,-0.20586,0.90724,305.1111,51.608,-0.44298,-0.32425,0.55684,0.62334,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.689,1,0,46.9849,-2554700.802,-6395961.237,537652.817,6786.3133,-2867.7138,-1888.0361,4.4604,29.7148,530241.0696,0.27799,0.26227,-0.20933,0.90006,304.2408,50.786,-0.43765,-0.31043,0.55632,0.63451,0.11243,2.0273,2.1268
16/5/2016 15:25,21/2/2016 4:32,56C93DF2,1,420,2016022104,1,39,12,1,0.016695,8,0,0.012573,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.69,1,0,47.2056,-2486684.045,-6424250.849,518740.0996,6816.8302,-2790.1091,-1894.4483,4.303,30.2859,530217.7818,0.27799,0.26227,-0.20933,0.90006,304.2409,50.7861,-0.43765,-0.31043,0.55632,0.63451,,,
16/5/2016 15:25,21/2/2016 4:33,56C93DFC,1,376,2016022104,1,49,13,1,0.01755,17,1,0.021256,3,5862,5800,5762,0.26361,0.25632,-0.20572,0.90691,11,0.84615,0.26212,0.25633,-0.20583,0.90732,305.1225,51.6156,-0.44304,-0.32441,0.55683,0.62322,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.69,1,0,47.4235,-2418366.24,-6451762.709,499764.4097,6846.5221,-2712.166,-1900.6306,4.1451,30.8567,530195.7303,0.27799,0.26227,-0.20933,0.90007,304.2409,50.7861,-0.43765,-0.31043,0.55632,0.63451,0.17778,1.9913,2.1502
16/5/2016 15:25,21/2/2016 4:33,56C93E06,1,408,2016022104,1,59,8,1,0.017459,16,1,0.019198,3,5862,5800,5762,0.26295,0.25613,-0.20572,0.90715,8,1,0.26256,0.25627,-0.2056,0.90726,305.1207,51.6382,-0.44298,-0.32398,0.5571,0.62325,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.69,1,0,47.6386,-2349755.377,-6478493.587,480727.9735,6875.3855,-2633.8935,-1906.5822,3.9868,31.4273,530174.9204,0.27799,0.26227,-0.20933,0.90007,304.241,50.7861,-0.43765,-0.31043,0.55632,0.63451,0.051068,2.072,2.1115
16/5/2016 15:25,21/2/2016 4:33,56C93E10,1,400,2016022104,1,69,10,1,0.017935,28,1,0.037853,3,5987,5904,6071,0.26052,0.25637,-0.20606,0.90771,10,1,0.26135,0.25613,-0.20583,0.90759,305.1498,51.6344,-0.44324,-0.32511,0.55672,0.62282,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.69,1,0,47.8508,-2280860.314,-6504440.024,461633.2548,6903.4166,-2555.3018,-1912.3024,3.828,31.9977,530155.3575,0.27799,0.26227,-0.20933,0.90007,304.241,50.7861,-0.43765,-0.31043,0.55632,0.63451,0.10322,2.3177,2.2438
16/5/2016 15:25,21/2/2016 4:33,56C93E1A,1,384,2016022104,1,79,10,1,0.017765,13,0,0.019621,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.69,1,0,48.0602,-2211689.114,-6529598.982,442482.4947,6930.6122,-2476.4003,-1917.7904,3.6688,32.5678,530137.0462,0.27799,0.26227,-0.20933,0.90007,304.2411,50.7862,-0.43765,-0.31043,0.55632,0.63451,,,
16/5/2016 15:25,21/2/2016 4:33,56C93E24,1,376,2016022104,1,89,12,1,0.016649,5,1,0.0096779,3,5987,5982,5904,0.26302,0.25702,-0.20515,0.90702,10,0.83333,0.2616,0.2563,-0.20551,0.90755,305.1968,51.6422,-0.44343,-0.32472,0.55682,0.6228,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.69,1,0,48.2666,-2142249.869,-6553967.506,423277.9404,6956.9689,-2397.198,-1923.0457,3.5091,33.1377,530119.9912,0.27799,0.26227,-0.20933,0.90007,304.2412,50.7862,-0.43765,-0.31043,0.55632,0.63451,0.19622,2.0415,2.218
16/5/2016 15:25,21/2/2016 4:33,56C93E2E,1,308,2016022104,1,99,10,1,0.016946,7,0,0.011742,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.69,1,0,48.47,-2072551.543,-6577542.445,404022.0774,6982.4835,-2317.7053,-1928.0676,3.3491,33.7074,530104.1968,0.27798,0.26227,-0.20933,0.90007,304.2412,50.7862,-0.43765,-0.31043,0.55632,0.63451,,,
16/5/2016 15:25,21/2/2016 4:34,56C93E38,1,368,2016022104,1,109,11,1,0.017626,12,0,0.018409,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.69,1,0,48.6705,-2002602.294,-6600321.039,384717.1661,7007.1528,-2237.9316,-1932.8554,3.1887,34.277,530089.6673,0.27798,0.26227,-0.20933,0.90007,304.2413,50.7863,-0.43765,-0.31043,0.55632,0.63451,,,
16/5/2016 15:25,21/2/2016 4:34,56C93E42,1,352,2016022104,1,119,10,1,0.017565,14,0,0.020915,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.69,1,0,48.8679,-1932410.308,-6622300.613,365365.4719,7030.974,-2157.8862,-1937.4085,3.0279,34.8463,530076.4063,0.27798,0.26227,-0.20933,0.90007,304.2414,50.7863,-0.43765,-0.31043,0.55632,0.63451,,,
16/5/2016 15:25,21/2/2016 4:34,56C93E4C,1,340,2016022104,1,129,8,1,0.016844,17,1,0.019791,3,5862,5800,5762,0.26392,0.25628,-0.2049,0.90702,8,1,0.26221,0.25606,-0.20507,0.90754,305.195,51.6986,-0.44334,-0.32415,0.55735,0.62269,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.691,1,0,49.0622,-1861984.644,-6643478.325,345969.4996,7053.9439,-2077.5794,-1941.7265,2.8667,35.4155,530064.4175,0.27798,0.26227,-0.20933,0.90007,304.2414,50.7863,-0.43765,-0.31044,0.55632,0.63451,0.20744,1.9898,2.178
16/5/2016 15:25,21/2/2016 4:34,56C93E56,1,364,2016022104,1,139,13,1,0.016749,13,0,0.021144,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.691,1,0,49.2534,-1791333.548,-6663851.697,326531.5259,7076.0599,-1997.0208,-1945.8088,2.7052,35.9844,530053.7043,0.27798,0.26227,-0.20933,0.90007,304.2415,50.7864,-0.43765,-0.31044,0.55632,0.63451,,,
16/5/2016 15:25,21/2/2016 4:34,56C93E60,1,348,2016022104,1,149,8,1,0.017726,23,1,0.029062,3,5987,5904,6074,0.25917,0.25554,-0.20603,0.90834,8,1,0.26195,0.25588,-0.20494,0.90769,305.2099,51.7256,-0.44342,-0.32439,0.55744,0.62242,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.691,1,0,49.4414,-1720465.286,-6683418.338,307053.8321,7097.3194,-1916.2198,-1949.6549,2.5435,36.5533,530044.2697,0.27798,0.26227,-0.20933,0.90007,304.2416,50.7864,-0.43765,-0.31044,0.55632,0.6345,0.35196,2.5061,2.2195
16/5/2016 15:25,21/2/2016 4:34,56C93E6A,1,328,2016022104,1,159,10,1,0.017405,17,1,0.021699,3,5862,5800,5762,0.26341,0.2558,-0.20483,0.90732,9,0.9,0.26213,0.25578,-0.2049,0.90768,305.1937,51.738,-0.44332,-0.32426,0.55758,0.62243,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.691,1,0,49.6263,-1649389.008,-6702175.716,287538.9395,7117.7195,-1835.1868,-1953.2642,2.3814,37.1219,530036.1167,0.27798,0.26227,-0.20933,0.90007,304.2416,50.7864,-0.43766,-0.31044,0.55632,0.6345,0.15264,2.0711,2.2063
16/5/2016 15:25,21/2/2016 4:35,56C93E74,1,368,2016022104,1,169,11,1,0.016706,5,1,0.0094783,3,5987,5982,5904,0.26321,0.25632,-0.20459,0.90729,10,0.90909,0.26188,0.2556,-0.20493,0.90779,305.1879,51.7524,-0.44332,-0.32455,0.55761,0.62226,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.691,1,0,49.8079,-1578113.035,-6720121.64,267989.1388,7137.258,-1753.9314,-1956.6365,2.2191,37.6905,530029.2477,0.27798,0.26227,-0.20933,0.90007,304.2417,50.7865,-0.43766,-0.31044,0.55632,0.6345,0.18602,2.0759,2.2415
16/5/2016 15:25,21/2/2016 4:35,56C93E7E,1,372,2016022104,1,179,11,1,0.016596,5,1,0.010042,3,5987,5982,5904,0.26329,0.25625,-0.20441,0.90732,10,0.90909,0.26187,0.25552,-0.20478,0.90785,305.2006,51.7718,-0.44337,-0.32453,0.55772,0.62213,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.691,1,0,49.9862,-1506645.708,-6737254.002,248406.7245,7155.9324,-1672.4632,-1959.7712,2.0565,38.2589,530023.6651,0.27798,0.26227,-0.20933,0.90007,304.2418,50.7865,-0.43766,-0.31044,0.55632,0.6345,0.19762,2.0772,2.2518
16/5/2016 15:25,21/2/2016 4:35,56C93E88,1,328,2016022104,1,189,10,1,0.017531,17,1,0.021772,3,5862,5800,5762,0.26337,0.25527,-0.20458,0.90754,9,0.9,0.26209,0.25527,-0.20462,0.9079,305.1827,51.8072,-0.44325,-0.32439,0.55802,0.62202,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.691,1,0,50.1613,-1434996.253,-6753570.588,228794.2316,7173.7404,-1590.7927,-1962.6679,1.8936,38.8271,530019.371,0.27798,0.26227,-0.20933,0.90007,304.2418,50.7865,-0.43766,-0.31044,0.55632,0.6345,0.15213,2.1149,2.2477
16/5/2016 15:25,21/2/2016 4:35,56C93E92,1,360,2016022104,1,199,9,1,0.017887,14,0,0.021346,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.691,1,0,50.333,-1363173.059,-6769069.492,209153.9624,7190.6798,-1508.9294,-1965.3264,1.7306,39.3953,530016.3672,0.27798,0.26227,-0.20933,0.90007,304.2419,50.7866,-0.43766,-0.31044,0.55632,0.6345,,,
16/5/2016 15:25,21/2/2016 4:35,56C93E9C,1,324,2016022104,1,209,10,1,0.017104,17,1,0.02081,3,5862,5800,5762,0.26341,0.25508,-0.20439,0.90762,10,1,0.26205,0.2551,-0.20445,0.90799,305.191,51.8357,-0.44328,-0.32443,0.55819,0.62183,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.691,1,0,50.5014,-1291184.531,-6783748.895,189488.222,7206.7488,-1426.8831,-1967.7463,1.5674,39.9634,530014.6551,0.27797,0.26226,-0.20933,0.90007,304.2419,50.7866,-0.43766,-0.31044,0.55632,0.6345,0.16134,2.1291,2.2669
16/5/2016 15:25,21/2/2016 4:35,56C93EA6,1,336,2016022104,1,219,9,1,0.017108,13,0,0.024012,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.692,1,0,50.6663,-1219039.965,-6797606.901,169799.5563,7221.9451,-1344.6644,-1969.9273,1.4039,40.5313,530014.2362,0.27797,0.26226,-0.20933,0.90007,304.242,50.7866,-0.43766,-0.31044,0.55632,0.6345,,,
16/5/2016 15:25,21/2/2016 4:36,56C93EB0,1,352,2016022104,1,229,9,1,0.017789,25,1,0.033051,3,5987,5904,6071,0.26035,0.25491,-0.2051,0.90839,9,1,0.26169,0.25477,-0.20471,0.90813,305.142,51.8478,-0.44308,-0.32495,0.5582,0.62169,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.692,1,0,50.8278,-1146747.514,-6810641.943,150090.1971,7236.267,-1262.2826,-1971.8692,1.2404,41.0992,530015.1113,0.27797,0.26226,-0.20933,0.90007,304.2421,50.7867,-0.43766,-0.31044,0.55632,0.6345,0.16286,2.4357,2.314
16/5/2016 15:25,21/2/2016 4:36,56C93EBA,1,332,2016022104,1,239,9,1,0.018066,25,1,0.033628,3,5987,5904,6071,0.26033,0.25478,-0.20508,0.90844,9,1,0.26168,0.25465,-0.20469,0.90817,305.1341,51.8611,-0.44304,-0.325,0.55829,0.62162,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.692,1,0,50.9858,-1074316.514,-6822852.339,130362.6958,7249.7128,-1179.7483,-1973.5716,1.0766,41.667,530017.2813,0.27797,0.26226,-0.20933,0.90007,304.2421,50.7867,-0.43766,-0.31044,0.55632,0.6345,0.16452,2.4449,2.3222
16/5/2016 15:25,21/2/2016 4:36,56C93EC4,1,332,2016022104,1,249,8,1,0.017737,13,1,0.017216,3,5862,5762,5904,0.26262,0.25474,-0.20451,0.90792,8,1,0.26211,0.2547,-0.20435,0.90811,305.1602,51.8818,-0.44311,-0.3245,0.55852,0.62161,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.692,1,0,51.1404,-1001755.443,-6834236.666,110619.3683,7262.2808,-1097.0713,-1975.0344,0.9128,42.2348,530020.7466,0.27797,0.26226,-0.20933,0.90007,304.2422,50.7867,-0.43766,-0.31044,0.55632,0.6345,0.065326,2.2255,2.287
16/5/2016 15:25,21/2/2016 4:36,56C93ECE,1,380,2016022104,1,259,8,1,0.017124,8,0,0.010258,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.692,1,0,51.2913,-929072.7944,-6844793.588,90862.5319,7273.9696,-1014.2614,-1976.2575,0.74886,42.8025,530025.5075,0.27797,0.26226,-0.20933,0.90007,304.2422,50.7868,-0.43766,-0.31044,0.55632,0.6345,,,
16/5/2016 15:25,21/2/2016 4:36,56C93ED8,1,332,2016022104,1,269,10,1,0.017089,11,1,0.015181,3,5862,5800,5762,0.26326,0.25446,-0.20434,0.90785,8,0.8,0.26258,0.25452,-0.20426,0.90805,305.1235,51.9059,-0.44288,-0.32416,0.55883,0.62168,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.692,1,0,51.4387,-856277.953,-6854521.744,71094.7443,7284.7776,-931.3292,-1977.2406,0.58483,43.3701,530031.5638,0.27797,0.26226,-0.20933,0.90007,304.2423,50.7868,-0.43766,-0.31045,0.55632,0.6345,0.081688,2.1823,2.2517
16/5/2016 15:25,21/2/2016 4:36,56C93EE2,1,312,2016022104,1,279,8,1,0.017014,6,0,0.011146,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.692,1,0,51.5825,-783379.4404,-6863420.002,51318.3259,7294.7036,-848.2844,-1977.9836,0.42074,43.9377,530038.9154,0.27797,0.26226,-0.20933,0.90007,304.2423,50.7868,-0.43766,-0.31045,0.55632,0.6345,,,
16/5/2016 15:25,21/2/2016 4:37,56C93EEC,1,324,2016022104,1,289,8,1,0.017897,26,1,0.035175,3,5987,5904,6071,0.26073,0.25441,-0.20502,0.90844,8,1,0.26223,0.25434,-0.20444,0.90816,305.1007,51.9085,-0.44281,-0.32458,0.55877,0.62156,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.692,1,0,51.7227,-710385.7891,-6871487.318,31535.5979,7303.7464,-765.137,-1978.4865,0.2566,44.5053,530047.5616,0.27797,0.26226,-0.20933,0.90007,304.2424,50.7868,-0.43766,-0.31045,0.55632,0.6345,0.18762,2.424,2.2907
16/5/2016 15:25,21/2/2016 4:37,56C93EF6,1,364,2016022104,1,299,8,1,0.016899,6,0,0.010648,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.693,1,0,51.8592,-637306.4243,-6878722.654,11749.1214,7311.9049,-681.8975,-1978.7493,0.092428,45.0728,530057.5016,0.27797,0.26226,-0.20933,0.90007,304.2424,50.7869,-0.43766,-0.31045,0.55632,0.6345,,,
16/5/2016 15:25,21/2/2016 4:37,56C93F00,1,364,2016022104,1,309,9,1,0.01666,6,0,0.011336,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.693,1,0,51.992,-564149.9007,-6885125.173,-8038.7811,7319.178,-598.5759,-1978.7718,-0.071752,45.6404,530068.7343,0.27797,0.26226,-0.20933,0.90007,304.2425,50.7869,-0.43766,-0.31045,0.55632,0.6345,,,
16/5/2016 15:25,21/2/2016 4:37,56C93F0A,1,308,2016022104,1,319,11,1,0.017336,12,1,0.01792,3,5862,5800,5762,0.26449,0.25429,-0.20431,0.90754,9,0.81818,0.26267,0.25412,-0.20448,0.90809,305.0451,51.9272,-0.4425,-0.32433,0.55904,0.62167,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.693,1,0,52.1211,-490924.7809,-6890694.122,-27825.787,7325.565,-515.182,-1978.554,-0.23592,46.2079,530081.2583,0.27797,0.26226,-0.20933,0.90008,304.2425,50.7869,-0.43766,-0.31045,0.55632,0.6345,0.21977,2.0691,2.2574
16/5/2016 15:25,21/2/2016 4:37,56C93F14,1,340,2016022104,1,329,9,1,0.016837,6,0,0.010655,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.693,1,0,52.2464,-417640.5201,-6895428.789,-47609.3348,7331.0651,-431.7264,-1978.0961,-0.40007,46.7755,530095.0719,0.27796,0.26226,-0.20933,0.90008,304.2426,50.7869,-0.43766,-0.31045,0.55632,0.6345,,,
16/5/2016 15:25,21/2/2016 4:37,56C93F1E,1,332,2016022104,1,339,9,1,0.017159,12,0,0.020912,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.693,1,0,52.3679,-344305.6965,-6899328.628,-67387.1024,7335.6775,-348.2191,-1977.398,-0.56416,47.3431,530110.1733,0.27796,0.26226,-0.20933,0.90008,304.2426,50.787,-0.43766,-0.31045,0.55632,0.63449,,,
16/5/2016 15:25,21/2/2016 4:38,56C93F28,1,336,2016022104,1,349,10,1,0.017341,17,1,0.021817,3,5862,5800,5762,0.26496,0.2539,-0.20447,0.90748,10,1,0.26308,0.25377,-0.20467,0.90802,304.9555,51.9453,-0.44204,-0.32421,0.55933,0.6218,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.693,1,0,52.4856,-270928.8936,-6902393.184,-87156.7685,7339.4018,-264.6699,-1976.4599,-0.7282,47.9107,530126.5604,0.27796,0.26226,-0.20933,0.90008,304.2426,50.787,-0.43766,-0.31045,0.55632,0.63449,0.22552,2.0416,2.2295
16/5/2016 15:25,21/2/2016 4:38,56C93F32,1,332,2016022104,1,359,7,1,0.017521,13,1,0.017729,3,5862,5762,5904,0.26346,0.25346,-0.20493,0.90794,7,1,0.26345,0.25349,-0.20465,0.90799,304.9056,51.9725,-0.44176,-0.32401,0.55964,0.62183,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.693,1,0,52.5995,-197519.5858,-6904622.067,-106915.774,7342.2376,-181.0896,-1975.2818,-0.89215,48.4784,530144.2306,0.27796,0.26226,-0.20933,0.90008,304.2427,50.787,-0.43766,-0.31045,0.55632,0.63449,0.032741,2.2005,2.2106
16/5/2016 15:25,21/2/2016 4:38,56C93F3C,1,312,2016022104,1,369,9,1,0.017073,12,0,0.021426,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.693,1,0,52.7095,-124086.3656,-6906015.027,-126661.7998,7344.1844,-97.488,-1973.8639,-1.056,49.0461,530163.1812,0.27796,0.26226,-0.20933,0.90008,304.2427,50.787,-0.43766,-0.31045,0.55632,0.63449,,,
16/5/2016 15:25,21/2/2016 4:38,56C93F46,1,296,2016022104,1,379,8,1,0.016786,6,0,0.011171,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.693,1,0,52.8156,-50637.828,-6906571.903,-146392.5282,7345.242,-13.8749,-1972.2065,-1.2197,49.6138,530183.4095,0.27796,0.26226,-0.20933,0.90008,304.2427,50.7871,-0.43766,-0.31045,0.55632,0.63449,,,
16/5/2016 15:25,21/2/2016 4:38,56C93F50,1,324,2016022104,1,389,8,1,0.017713,7,0,0.0093513,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.694,1,0,52.9178,22816.544,-6906292.631,-166105.4054,7345.4104,69.7387,-1970.3096,-1.3833,50.1817,530204.912,0.27796,0.26226,-0.20933,0.90008,304.2427,50.7871,-0.43766,-0.31045,0.55632,0.63449,,,
16/5/2016 15:25,21/2/2016 4:38,56C93F5A,1,348,2016022104,1,399,8,1,0.01706,6,0,0.0116,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.694,1,0,53.016,96268.1532,-6905177.254,-185798.118,7344.6895,153.3432,-1968.1735,-1.5467,50.7496,530227.6854,0.27796,0.26226,-0.20933,0.90008,304.2427,50.7871,-0.43766,-0.31046,0.55632,0.63449,,,
16/5/2016 15:25,21/2/2016 4:39,56C93F64,1,320,2016022104,1,409,9,1,0.016842,6,0,0.011321,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.694,1,0,53.1103,169708.4026,-6903225.908,-205468.3546,7343.0795,236.9286,-1965.7986,-1.71,51.3176,530251.7259,0.27796,0.26226,-0.20933,0.90008,304.2428,50.7871,-0.43766,-0.31046,0.55632,0.63449,,,
16/5/2016 15:25,21/2/2016 4:39,56C93F6E,1,308,2016022104,1,419,9,1,0.017564,16,1,0.022133,3,5862,5800,5762,0.2661,0.25297,-0.20499,0.90729,8,0.88889,0.26499,0.25292,-0.20501,0.90762,304.698,51.9993,-0.44064,-0.32311,0.56037,0.62243,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.694,1,0,53.2006,243127.8108,-6900438.852,-225113.5694,7340.5805,320.4841,-1963.185,-1.873,51.8857,530277.0294,0.27796,0.26226,-0.20933,0.90008,304.2428,50.7871,-0.43766,-0.31046,0.55632,0.63449,0.13225,1.9773,2.0843
16/5/2016 15:25,21/2/2016 4:39,56C93F78,1,284,2016022104,1,429,7,1,0.017567,7,0,0.009955,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.694,1,0,53.2869,316517.7853,-6896816.426,-244731.457,7337.193,403.9999,-1960.3332,-2.0359,52.4539,530303.5917,0.27796,0.26226,-0.20933,0.90008,304.2428,50.7871,-0.43766,-0.31046,0.55632,0.63449,,,
16/5/2016 15:25,21/2/2016 4:39,56C93F82,1,344,2016022104,1,439,10,1,0.016651,5,1,0.0097355,3,5987,5982,5904,0.26586,0.25336,-0.20513,0.90722,9,0.9,0.26496,0.25273,-0.20533,0.90762,304.6333,51.9931,-0.44034,-0.32334,0.56036,0.62253,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.694,1,0,53.3691,389869.737,-6892359.058,-264319.7152,7332.9172,487.4662,-1957.2434,-2.1985,53.0223,530331.4084,0.27796,0.26226,-0.20933,0.90008,304.2428,50.7872,-0.43766,-0.31046,0.55632,0.63449,0.1357,1.9659,2.0898
16/5/2016 15:25,21/2/2016 4:39,56C93F8C,1,320,2016022104,1,449,9,1,0.016818,6,0,0.011505,,,,,,,,,,,,,,,,,,,,,200,2,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457439.694,1,0,53.4473,463174.1963,-6887067.335,-283875.8088,7327.7537,570.8722,-1953.9161,-2.3609,53.5907,530360.4746,0.27795,0.26226,-0.20933,0.90008,304.2428,50.7872,-0.43766,-0.31046,0.55632,0.63449,,,
