1	0.398765	-77.065724	4.790000
2	0.490079	-6.014072	4.400000
3	0.934958	-17.335988	4.550000
4	1.125494	-10.509523	4.940000
5	1.333920	-5.707618	4.620000
6	2.096911	29.090432	2.060000
7	2.294521	59.149780	2.280000
8	2.352675	-45.747426	3.880000
9	2.816072	-15.467978	4.900000
10	3.308970	15.183596	2.830000
11	3.650685	20.206702	4.800000
12	3.660067	-18.932866	4.460000
13	4.272910	38.681636	4.620000
14	4.581904	36.785224	4.510000
15	4.856978	-8.823921	3.550000
16	5.017750	-64.874791	4.230000
17	6.437800	-77.254246	2.820000
18	6.550841	-43.679829	3.950000
19	6.571046	-42.305981	2.400000
20	6.982077	-33.007167	4.870000
21	7.854086	-48.803514	4.760000
22	7.943162	54.522289	4.740000
23	8.249965	62.931783	4.190000
24	9.220207	33.719344	4.350000
25	9.242852	53.896909	3.680000
26	9.638941	29.311751	4.350000
27	9.831983	30.861024	3.270000
28	10.126835	56.537331	2.250000
29	10.331465	-46.085007	4.600000
30	10.516231	50.512526	4.810000
31	10.838493	-57.463060	4.370000
32	10.866957	47.024546	4.960000
33	10.897380	-17.986605	2.050000
34	11.047505	-10.609551	4.770000
35	11.181324	48.284364	4.480000
36	11.834689	24.267178	4.090000
37	12.170601	7.585079	4.420000
38	12.208423	50.968168	4.910000
39	12.276213	57.815187	3.450000
40	12.453530	41.078911	4.540000
41	13.252060	-1.144260	4.760000
42	13.267486	61.123970	4.800000
43	14.177215	60.716740	2.180000
44	14.188382	38.499345	3.870000
45	14.301667	23.417648	4.400000
46	14.651504	-29.357449	4.310000
47	15.735868	7.890136	4.280000
48	16.521028	-46.718414	3.320000
49	17.096174	-55.245760	3.980000
50	17.147465	-10.182264	3.460000
51	17.186989	86.257090	4.240000
52	17.375523	47.241793	4.260000
53	17.433015	35.620558	2.080000
54	17.775675	55.149901	4.340000
55	17.863418	21.034650	4.660000
56	17.915153	30.089638	4.520000
57	18.437280	24.583713	4.670000
58	18.796338	-45.531664	4.970000
59	18.942337	-68.875927	4.250000
60	19.866646	27.264059	4.750000
61	20.020484	58.231611	5.000000
62	20.585082	45.528778	4.870000
63	21.005854	-8.183257	3.610000
64	21.405145	-14.598796	4.910000
65	21.453968	60.235283	2.680000
66	21.483424	68.130012	4.720000
67	21.914090	45.406687	4.830000
68	22.091363	-43.318234	3.440000
69	22.546313	6.143821	4.840000
70	22.812936	-49.072702	3.940000
71	22.870872	15.345823	3.630000
72	23.482820	59.232040	4.690000
73	24.199345	41.405459	4.100000
74	24.428528	-57.236758	0.540000
75	24.498150	48.628213	3.590000
76	25.145071	40.577049	4.970000
77	25.357892	5.487613	4.440000
78	25.446429	42.613369	4.960000
79	25.681292	-3.690201	4.990000
80	25.915156	50.688732	4.040000
81	26.017012	-15.937480	3.490000
82	26.348461	9.157736	4.270000
83	28.270450	29.578829	3.420000
84	28.388960	3.187537	4.620000
85	28.411424	-46.302669	4.430000
86	28.598856	63.670101	3.350000
87	28.660038	20.808035	2.660000
88	28.733881	-67.647303	4.690000
89	28.989468	-51.608896	3.720000
90	29.000108	68.685242	4.980000
91	29.167492	-22.526785	4.900000
92	29.292002	-47.385277	4.840000
93	29.482155	23.596061	4.770000
94	29.692473	-61.569859	2.860000
95	30.001283	-21.077832	4.000000
96	30.489386	70.907020	4.520000
97	30.575450	54.487541	5.000000
98	30.858773	72.421294	3.950000
99	31.122660	-29.296819	4.700000
100	31.793363	23.462423	2.020000
101	32.121916	37.859077	4.790000
102	32.355568	25.939892	4.980000
103	32.385945	34.987297	3.020000
104	33.249981	8.846717	4.370000
105	33.305517	44.231652	4.830000
106	34.127439	-51.512165	3.550000
107	34.836636	-2.977643	4.950000
108	35.437261	-68.659418	4.080000
109	36.405928	50.278631	4.720000
110	36.487522	-12.290480	4.880000
111	36.746343	-47.703840	4.250000
112	37.039760	8.460054	4.280000
113	37.266441	67.402474	4.630000
114	37.954515	89.264109	2.000000
115	38.021785	-15.244677	4.740000
116	38.461267	-28.232344	4.970000
117	38.968634	5.593246	4.880000
118	39.870653	0.328511	4.070000
119	39.890980	-11.872163	4.830000
120	39.897339	-68.266946	4.110000
121	39.949970	-42.891670	4.740000
122	40.166810	-39.855376	4.120000
123	40.562150	40.193944	4.900000
124	40.825163	3.235819	3.470000
125	40.862970	27.707147	4.650000
126	41.030625	-13.858696	4.250000
127	41.049943	49.228448	4.110000
128	41.235593	10.114146	4.270000
129	41.275771	-18.572563	4.470000
130	41.385977	-67.616617	4.840000
131	41.977253	29.247118	4.520000
132	42.272582	-32.405898	4.460000
133	42.495968	27.260507	3.620000
134	42.618583	-75.066947	4.740000
135	42.646082	38.318644	4.220000
136	42.674209	55.895496	3.760000
137	42.759673	-21.004019	4.770000
138	42.878490	35.059741	4.550000
139	43.564419	52.762479	3.940000
140	44.106874	-8.898144	3.900000
141	44.690292	39.662729	4.690000
142	44.699153	-64.071284	4.980000
143	44.765319	35.183128	4.940000
144	44.928758	8.907365	4.710000
145	45.569884	4.089734	2.550000
146	45.597917	-23.624472	4.090000
147	46.199128	53.506440	2.940000
148	46.294139	38.840274	3.410000
149	46.385047	56.705719	4.770000
150	47.042215	40.955648	2.110000
151	47.266748	49.613278	4.050000
152	47.374048	44.857544	3.790000
153	47.822423	39.611583	4.610000
154	47.907356	19.726677	4.350000
155	47.984458	74.393659	4.840000
156	48.018865	-28.987618	3.800000
157	48.725400	21.044441	4.880000
158	48.958435	-8.819730	4.810000
159	49.592123	-22.511119	4.870000
160	49.682604	34.222653	4.820000
161	49.840400	3.370198	4.850000
162	49.879175	-21.757864	3.740000
163	49.981877	-43.069784	4.260000
164	49.996970	65.652293	4.740000
165	50.084837	29.048458	4.460000
166	50.360661	43.329651	4.950000
167	51.080710	49.861180	1.810000
168	51.203308	9.028870	3.610000
169	51.792302	9.732680	3.730000
170	52.267223	59.940330	4.260000
171	52.344490	-62.937527	4.710000
172	52.478099	58.878750	4.600000
173	52.643682	47.995216	4.340000
174	52.654407	-5.075146	4.740000
175	52.718243	12.936678	4.130000
176	53.232684	-9.458262	3.730000
177	53.446984	-21.632883	4.270000
178	54.122412	48.192634	4.320000
179	54.218263	0.401662	4.300000
180	54.273667	-40.274545	4.590000
181	55.562095	-31.938361	4.980000
182	55.594361	33.965026	4.980000
183	55.708564	-37.313518	4.590000
184	55.731262	47.787551	3.020000
185	55.812091	-9.763395	3.530000
186	56.049906	-64.806903	3.840000
187	56.079717	32.288248	3.860000
188	56.298466	42.578549	3.780000
189	56.509714	63.345047	4.810000
190	56.535565	-12.101589	4.430000
191	56.712031	-23.249723	4.220000
192	56.809755	-74.238962	3.260000
193	57.149495	-37.620155	4.750000
194	57.363522	-36.200250	4.170000
195	57.380341	65.525972	4.420000
196	57.589621	71.332266	4.620000
197	58.427928	-24.612230	4.640000
198	58.533006	31.883636	2.880000
199	58.572925	-2.954730	4.720000
200	59.356022	63.072264	4.950000
201	59.463461	40.010215	2.910000
202	59.507360	-13.508515	2.960000
203	59.686456	-61.400186	4.560000
204	59.741255	35.791033	4.050000
205	59.981181	-24.016215	4.630000
206	60.170065	12.490347	3.420000
207	60.224197	-62.159284	4.510000
208	60.325631	-61.078822	4.960000
209	60.789083	5.989305	3.900000
210	61.173815	22.081926	4.350000
211	61.646014	50.351262	4.280000
212	62.165378	47.712513	4.010000
213	62.710785	-41.993580	4.930000
214	62.966418	-6.837581	4.040000
215	63.500476	-42.294368	3.860000
216	63.598703	-10.256283	4.900000
217	63.606182	-62.473858	3.340000
218	63.722157	40.483671	4.700000
219	63.724426	48.409331	4.150000
220	63.818000	-7.652871	4.420000
221	64.006607	-51.486648	4.260000
222	64.120953	-59.302156	4.440000
223	64.315253	20.578591	4.920000
224	64.473593	-33.798348	3.560000
225	64.560908	50.295502	4.600000
226	64.948349	15.627642	3.650000
227	65.088399	27.350754	4.950000
228	65.102660	34.566725	4.930000
229	65.388195	46.498878	4.820000
230	66.009239	-34.016846	3.960000
231	66.342355	22.293874	4.210000
232	66.576931	22.813582	4.290000
233	66.586422	15.618265	4.490000
234	66.651551	14.713782	4.690000
235	67.154165	19.180432	3.540000
236	67.969447	-0.044011	4.900000
237	68.377303	-29.766492	4.510000
238	68.462158	14.844424	4.650000
239	68.499073	-55.044975	3.260000
240	68.887661	-30.562341	3.810000
241	68.913588	10.160784	4.250000
242	68.980161	16.509301	0.990000
243	69.079757	-3.352459	3.930000
244	69.172622	41.264808	4.250000
245	69.539427	12.510838	4.270000
246	69.545100	-14.304020	3.870000
247	69.818758	15.917977	4.670000
248	70.110464	-19.671493	4.340000
249	70.140469	-41.863753	4.450000
250	70.561253	22.956929	4.270000
251	71.375630	-3.254658	4.020000
252	72.460044	6.961276	3.190000
253	72.477660	37.488275	4.870000
254	72.653007	8.900176	4.360000
255	72.801516	5.605104	3.680000
256	73.133175	14.250642	4.740000
257	73.158251	36.703187	4.780000
258	73.223624	-5.452695	4.380000
