TimeOfProc,UTC,File,CRC,DataSize,MissionID,STEUMod,InternalTime,centroid_numStars,liebe_succeed,liebe_sraTime,liebe_possibleMatch,liebeAD_succeed,liebeAD_vfyTime,liebeAD_numStarsSRA,liebeAD_ID1,liebeAD_ID2,liebeAD_ID3,liebeAD_Qeci2stsCoarse_w,liebeAD_Qeci2stsCoarse_i,liebeAD_Qeci2stsCoarse_j,liebeAD_Qeci2stsCoarse_k,liebeAD_numStarsVfyAD,liebeAD_qualityliebeAD_Qeci2sts_w,liebeAD_Qeci2sts_i,liebeAD_Qeci2sts_j,liebeAD_Qeci2sts_k,liebeProc_boreRA,liebeProc_boreDEC,liebeProc_Qeci2sat_w,liebeProc_Qeci2sat_i,liebeProc_Qeci2sat_j,liebeProc_Qeci2sat_k,centThresh_maxInt,centThresh_areaLargerThan,liebe_cat,liebeTol_minStar,liebeTol_angDist,liebeTol_coneDist,vfyTol_minDist,vfyTol_minStar,vfyTol_minQuality,pred_jday,pred_canSTS,pred_isSSA,pred_ELA,pred_x_ECI,pred_y_ECI,pred_z_ECI,pred_vx_ECI,pred_vy_ECI,pred_vz_ECI,pred_lat,pred_long,pred_alt,pred_Qeci2sts_w,pred_Qeci2sts_i,pred_Qeci2sts_j,pred_Qeci2sts_k,pred_boreRA,pred_boreDEC,pred_Qeci2sat_w,pred_Qeci2sat_i,pred_Qeci2sat_j,pred_Qeci2sat_k,adVcoarse,coarseVpred,adVpred,
2016-04-27 18:19:23,19-Jan-2016 16:28:15,569E641F,1,1176,2016011916,2,29,12,1,0.016948,7,1,0.012096,3,6159,6125,6074,0.85317,0.11554,0.34897,-0.3701,12,1,0.85283,0.11492,0.3494,-0.37067,318.3018,46.8382,0.13282,0.23049,-0.53908,-0.79914,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457407.1863,1,0,62.269,3849906.1017,-5723685.0807,-558465.5434,6185.3552,3990.6543,1859.111,-4.6048,-61.4345,542567.6028,0.84244,0.13526,0.35885,-0.37845,315.1565,44.8996,-0.11785,-0.22005,0.52659,0.81264,0.11483,2.9683,2.9689,
2016-04-27 18:19:24,19-Jan-2016 16:28:25,569E6429,1,1116,2016011916,2,39,11,1,0.016663,7,1,0.010764,3,6159,6125,6074,0.85301,0.11537,0.34895,-0.37054,11,1,0.85286,0.11499,0.34932,-0.37065,318.2899,46.8446,0.13275,0.23057,-0.53907,-0.79914,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457407.1864,1,0,62.5264,3911526.9863,-5683434.4242,-539840.8739,6138.6225,4059.3381,1865.7421,-4.4484,-60.8654,542462.1647,0.84244,0.13526,0.35885,-0.37845,315.1564,44.8997,-0.11785,-0.22005,0.52659,0.81264,0.064956,2.9609,2.968,
2016-04-27 18:19:24,19-Jan-2016 16:28:35,569E6433,1,1116,2016011916,2,49,10,1,0.016974,8,1,0.012949,3,6159,6125,6148,0.85291,0.11528,0.34906,-0.3707,10,1,0.85285,0.1148,0.34923,-0.37083,318.3036,46.8635,0.13274,0.23048,-0.5393,-0.79901,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457407.1865,1,0,62.779,3972677.0738,-5642499.181,-521150.9431,6091.1482,4127.5364,1872.1482,-4.2916,-60.2964,542356.5273,0.84244,0.13526,0.35885,-0.37845,315.1563,44.8997,-0.11785,-0.22005,0.52659,0.81264,0.060299,2.9542,2.9831,
2016-04-27 18:19:24,19-Jan-2016 16:28:45,569E643D,1,1092,2016011916,2,59,11,1,0.016785,7,1,0.010923,3,6159,6125,6074,0.85298,0.11531,0.34873,-0.37084,11,1,0.85285,0.11494,0.3491,-0.3709,318.2721,46.8724,0.13254,0.23053,-0.53931,-0.79902,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457407.1866,1,0,63.0267,4033348.4867,-5600884.5799,-502398.1556,6042.9385,4195.2404,1878.3285,-4.1342,-59.7278,542250.7069,0.84244,0.13526,0.35885,-0.37845,315.1563,44.8998,-0.11785,-0.22006,0.52659,0.81264,0.062984,2.964,2.9729,
2016-04-27 18:19:25,19-Jan-2016 16:28:55,569E6447,1,1076,2016011916,2,69,12,1,0.017548,9,1,0.015008,3,6159,6125,6074,0.85322,0.1154,0.3485,-0.37047,12,1,0.8528,0.1147,0.34896,-0.37123,318.2812,46.8989,0.13246,0.23035,-0.53965,-0.79886,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457407.1867,1,0,63.2695,4093534.1436,-5558595.4387,-483584.6983,5993.9988,4262.4421,1884.2822,-3.9764,-59.1593,542144.7185,0.84244,0.13526,0.35885,-0.37845,315.1562,44.8998,-0.11784,-0.22006,0.52659,0.81264,0.13802,2.9907,2.9883,
2016-04-27 18:19:25,19-Jan-2016 16:29:05,569E6451,1,1048,2016011916,2,79,10,1,0.016617,8,1,0.012347,3,6159,6125,6148,0.85283,0.11505,0.34877,-0.37123,10,1,0.85275,0.11456,0.34894,-0.3714,318.2897,46.9055,0.13244,0.2302,-0.5398,-0.7988,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457407.1869,1,0,63.5073,4153227.0131,-5515636.6464,-464712.7645,5944.3347,4329.1338,1890.0086,-3.8181,-58.591,542038.5768,0.84244,0.13526,0.35885,-0.37845,315.1561,44.8998,-0.11784,-0.22006,0.52659,0.81264,0.062892,2.9659,2.9933,
2016-04-27 18:19:25,19-Jan-2016 16:29:15,569E645B,1,1036,2016011916,2,89,12,1,0.016785,7,1,0.011109,3,6159,6125,6074,0.85282,0.11504,0.34848,-0.37151,12,1,0.85276,0.11466,0.34879,-0.37148,318.2641,46.9193,0.13227,0.23026,-0.53986,-0.79877,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457407.187,1,0,63.74,4212419.4029,-5472013.6926,-445784.783,5893.9526,4395.3067,1895.5069,-3.6594,-58.023,541932.298,0.84244,0.13526,0.35884,-0.37845,315.1561,44.8999,-0.11784,-0.22006,0.52659,0.81264,0.058125,2.9709,2.9892,
2016-04-27 18:19:26,19-Jan-2016 16:29:25,569E6465,1,1020,2016011916,2,99,12,1,0.01702,7,1,0.011133,3,6159,6125,6074,0.85302,0.11521,0.34834,-0.37114,12,1,0.85277,0.11452,0.34873,-0.37157,318.2768,46.9319,0.13228,0.23022,-0.54,-0.79869,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457407.1871,1,0,63.9675,4271104.4016,-5427731.6301,-426802.9614,5842.8583,4460.9533,1900.7766,-3.5003,-57.4551,541825.8969,0.84244,0.13526,0.35884,-0.37845,315.156,44.8999,-0.11784,-0.22006,0.52659,0.81264,0.10752,2.9827,3.0021,
2016-04-27 18:19:26,19-Jan-2016 16:29:35,569E646F,1,1052,2016011916,2,109,12,1,0.016976,7,1,0.010766,3,6159,6125,6074,0.8528,0.11502,0.34849,-0.37156,12,1,0.85266,0.11456,0.34884,-0.3717,318.2652,46.9179,0.13222,0.23004,-0.53999,-0.79876,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457407.1872,1,0,64.1898,4329275.1504,-5382795.5812,-407769.5137,5791.0576,4526.0657,1905.8169,-3.3408,-56.8875,541719.388,0.84245,0.13526,0.35884,-0.37845,315.156,44.9,-0.11784,-0.22006,0.52659,0.81264,0.069884,2.9698,2.9846,
2016-04-27 18:19:26,19-Jan-2016 16:29:45,569E6479,1,1024,2016011916,2,119,12,1,0.016701,7,1,0.010776,3,6159,6125,6074,0.85298,0.11532,0.34833,-0.37121,12,1,0.85262,0.11467,0.34876,-0.37183,318.2375,46.9227,0.13204,0.23001,-0.54002,-0.79878,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457407.1873,1,0,64.4068,4386924.1505,-5337211.2908,-388686.8897,5738.5572,4590.6356,1910.6272,-3.1808,-56.32,541612.7872,0.84245,0.13526,0.35884,-0.37845,315.156,44.9,-0.11784,-0.22006,0.52659,0.81264,0.12123,2.9698,2.9728,
