TimeOfProc,UTC,File,CRC,DataSize,MissionID,STEUMod,InternalTime,centroid_numStars,liebe_succeed,liebe_sraTime,liebe_possibleMatch,liebeAD_succeed,liebeAD_vfyTime,liebeAD_numStarsSRA,liebeAD_ID1,liebeAD_ID2,liebeAD_ID3,liebeAD_Qeci2stsCoarse_w,liebeAD_Qeci2stsCoarse_i,liebeAD_Qeci2stsCoarse_j,liebeAD_Qeci2stsCoarse_k,liebeAD_numStarsVfyAD,liebeAD_qualityliebeAD_Qeci2sts_w,liebeAD_Qeci2sts_i,liebeAD_Qeci2sts_j,liebeAD_Qeci2sts_k,liebeProc_boreRA,liebeProc_boreDEC,liebeProc_Qeci2sat_w,liebeProc_Qeci2sat_i,liebeProc_Qeci2sat_j,liebeProc_Qeci2sat_k,centThresh_maxInt,centThresh_areaLargerThan,liebe_cat,liebeTol_minStar,liebeTol_angDist,liebeTol_coneDist,vfyTol_minDist,vfyTol_minStar,vfyTol_minQuality,pred_jday,pred_canSTS,pred_isSSA,pred_ELA,pred_x_ECI,pred_y_ECI,pred_z_ECI,pred_vx_ECI,pred_vy_ECI,pred_vz_ECI,pred_lat,pred_long,pred_alt,pred_Qeci2sts_w,pred_Qeci2sts_i,pred_Qeci2sts_j,pred_Qeci2sts_k,pred_boreRA,pred_boreDEC,pred_Qeci2sat_w,pred_Qeci2sat_i,pred_Qeci2sat_j,pred_Qeci2sat_k,adVcoarse,coarseVpred,adVpred,
27/4/2016 18:17,16/1/2016 18:46,569A900B,1,944,2016011618,2,1039,11,1,0.017984,22,1,0.028209,3,6148,6113,6074,0.83651,0.10496,0.36369,-0.39618,11,1,0.83632,0.10419,0.36375,-0.39674,318.6381,45.5334,0.1304,0.19654,-0.54953,-0.80149,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.282,1,0,59.5642,6882051.334,-457316.1318,427696.4983,362.0845,7351.6581,1905.5335,3.6601,-40.8894,532428.503,0.82707,0.12089,0.37697,-0.39904,316.464,43.3583,-0.12273,-0.18691,0.53486,0.81481,0.1112,2.6321,2.6738
27/4/2016 18:17,16/1/2016 18:46,569A9015,1,944,2016011618,2,1049,11,1,0.017912,21,1,0.027228,3,6148,6113,6074,0.8365,0.10512,0.36365,-0.39621,11,1,0.83623,0.10428,0.36373,-0.39691,318.6116,45.5326,0.13022,0.19643,-0.54956,-0.80152,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.283,1,0,59.3353,6885255.877,-383772.9507,446725.6318,278.8253,7356.7446,1900.2304,3.8192,-40.3196,532356.6607,0.82707,0.12088,0.37697,-0.39904,316.4642,43.3583,-0.12273,-0.18691,0.53486,0.81481,0.12941,2.6202,2.6616
27/4/2016 18:17,16/1/2016 18:46,569A901F,1,964,2016011618,2,1059,11,1,0.01781,21,1,0.02694,3,6148,6113,6074,0.83643,0.10521,0.36368,-0.3963,11,1,0.83623,0.10443,0.36374,-0.39688,318.5927,45.5268,0.13015,0.19648,-0.54946,-0.80159,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.283,1,0,59.1019,6887627.641,-310183.0562,465700.6557,195.5294,7360.9415,1894.6966,3.9779,-39.7496,532285.8529,0.82707,0.12088,0.37697,-0.39904,316.4643,43.3583,-0.12274,-0.18691,0.53486,0.81481,0.11327,2.6067,2.6494
27/4/2016 18:17,16/1/2016 18:47,569A9029,1,960,2016011618,2,1069,11,1,0.017474,21,1,0.02755,3,6148,6113,6074,0.8364,0.10515,0.3638,-0.39627,11,1,0.83615,0.10432,0.36387,-0.39695,318.6075,45.5151,0.13023,0.1963,-0.54949,-0.8016,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.283,1,0,58.8641,6889166.293,-236555.9401,484619.1144,112.2076,7364.2481,1888.9328,4.1362,-39.1794,532216.0863,0.82707,0.12088,0.37697,-0.39904,316.4645,43.3584,-0.12274,-0.18692,0.53486,0.81481,0.12682,2.6024,2.6454
27/4/2016 18:17,16/1/2016 18:47,569A9033,1,944,2016011618,2,1079,10,1,0.017758,22,1,0.029032,3,6148,6113,6074,0.8362,0.1051,0.36388,-0.39664,10,1,0.83602,0.10432,0.36398,-0.39713,318.5977,45.5012,0.13016,0.19606,-0.54951,-0.80166,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.283,1,0,58.622,6889871.633,-162900.2111,503478.7877,28.8696,7366.6641,1882.9397,4.294,-38.6089,532147.3664,0.82707,0.12088,0.37697,-0.39904,316.4646,43.3584,-0.12274,-0.18692,0.53486,0.81481,0.10803,2.5864,2.6295
27/4/2016 18:17,16/1/2016 18:47,569A903D,1,956,2016011618,2,1089,11,1,0.017652,21,1,0.027053,3,6148,6113,6074,0.83613,0.10521,0.36401,-0.39662,11,1,0.83599,0.10447,0.36404,-0.39709,318.5804,45.4888,0.13011,0.19607,-0.54938,-0.80175,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.283,1,0,58.3756,6889743.547,-89224.4817,522277.4617,-54.4748,7368.189,1876.7181,4.4512,-38.0382,532079.6988,0.82707,0.12088,0.37697,-0.39904,316.4648,43.3584,-0.12274,-0.18692,0.53486,0.81481,0.10199,2.5661,2.6124
27/4/2016 18:17,16/1/2016 18:47,569A9047,1,952,2016011618,2,1099,11,1,0.017292,20,1,0.026314,3,6148,6113,6074,0.83602,0.10513,0.36403,-0.39685,11,1,0.83595,0.10447,0.36403,-0.39718,318.5744,45.4903,0.13006,0.19601,-0.54943,-0.80175,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.283,1,0,58.125,6888782.027,-15538.2563,541012.7031,-137.8147,7368.8226,1870.2686,4.608,-37.4671,532013.0893,0.82707,0.12088,0.37697,-0.39904,316.465,43.3584,-0.12274,-0.18692,0.53486,0.81481,0.08471,2.5638,2.6108
27/4/2016 18:17,16/1/2016 18:47,569A9051,1,984,2016011618,2,1109,11,1,0.017792,21,1,0.027283,3,6148,6113,6074,0.83607,0.10527,0.36395,-0.39679,11,1,0.8359,0.10452,0.364,-0.3973,318.5572,45.4926,0.12993,0.19594,-0.54947,-0.80176,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.283,1,0,57.8702,6886987.165,58149.8479,559682.313,-221.1405,7368.5648,1863.592,4.7643,-36.8958,531947.543,0.82707,0.12088,0.37697,-0.39904,316.4651,43.3584,-0.12274,-0.18692,0.53486,0.81481,0.10622,2.5602,2.6054
27/4/2016 18:17,16/1/2016 18:47,569A905B,1,928,2016011618,2,1119,11,1,0.017668,20,1,0.02543,3,6148,6113,6074,0.83596,0.10522,0.36403,-0.39697,11,1,0.83585,0.10452,0.36405,-0.39736,318.5554,45.4863,0.12992,0.19585,-0.54947,-0.80178,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.283,1,0,57.6113,6884359.141,131831.2129,578284.0994,-304.4423,7367.4156,1856.6892,4.92,-36.3242,531883.0646,0.82707,0.12088,0.37697,-0.39904,316.4653,43.3584,-0.12274,-0.18692,0.53486,0.81481,0.092447,2.5518,2.5993
27/4/2016 18:17,16/1/2016 18:48,569A9065,1,936,2016011618,2,1129,12,1,0.017616,21,1,0.026795,3,6148,6113,6074,0.83607,0.10544,0.36406,-0.39665,12,1,0.83581,0.10455,0.36414,-0.39736,318.5537,45.4751,0.12993,0.19579,-0.54941,-0.80183,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.283,1,0,57.3484,6880898.271,205496.332,596815.6542,-387.7093,7365.3751,1849.5609,5.0752,-35.7524,531819.6595,0.82707,0.12088,0.37697,-0.39903,316.4654,43.3584,-0.12274,-0.18692,0.53486,0.81481,0.13466,2.5406,2.5894
27/4/2016 18:17,16/1/2016 18:48,569A906F,1,940,2016011618,2,1139,11,1,0.017576,21,1,0.026933,3,6148,6113,6074,0.83578,0.10529,0.3642,-0.39718,11,1,0.8357,0.10463,0.36421,-0.3975,318.5344,45.4638,0.12982,0.19563,-0.54939,-0.8019,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.284,1,0,57.0815,6876604.94,279136.589,615274.802,-470.9318,7362.4434,1842.2081,5.2298,-35.1802,531757.332,0.82707,0.12088,0.37697,-0.39903,316.4656,43.3584,-0.12274,-0.18692,0.53486,0.81481,0.084639,2.525,2.5721
27/4/2016 18:17,16/1/2016 18:48,569A9079,1,908,2016011618,2,1149,11,1,0.017239,18,1,0.023072,3,6148,6113,6074,0.83577,0.10535,0.36426,-0.39713,11,1,0.83567,0.10466,0.36427,-0.39751,318.5304,45.4553,0.12982,0.19558,-0.54935,-0.80194,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.284,1,0,56.8108,6871479.621,352743.3699,633659.3752,-554.0999,7358.6209,1834.6315,5.3838,-34.6077,531696.0863,0.82707,0.12088,0.37697,-0.39903,316.4658,43.3585,-0.12274,-0.18692,0.53486,0.81481,0.090871,2.5157,2.5635
27/4/2016 18:17,16/1/2016 18:48,569A9083,1,932,2016011618,2,1159,10,1,0.017255,19,1,0.025332,3,6148,6113,6074,0.8355,0.10526,0.36446,-0.39752,10,1,0.83548,0.10462,0.36449,-0.39772,318.5285,45.4305,0.12981,0.19523,-0.54935,-0.80203,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.284,1,0,56.5362,6865522.954,426307.176,651966.9935,-637.203,7353.9079,1826.8321,5.5371,-34.0348,531635.9269,0.82708,0.12088,0.37697,-0.39903,316.4659,43.3585,-0.12275,-0.18692,0.53486,0.81481,0.077005,2.4943,2.5426
27/4/2016 18:17,16/1/2016 18:48,569A908D,1,916,2016011618,2,1169,11,1,0.017367,22,1,0.028787,3,6148,6113,6074,0.83547,0.10547,0.36454,-0.39747,11,1,0.8353,0.10473,0.36459,-0.39797,318.4986,45.4153,0.12962,0.19496,-0.54935,-0.80212,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.284,1,0,56.2578,6858735.618,499819.4018,670195.5076,-720.2312,7348.3051,1818.8109,5.6899,-33.4617,531576.8577,0.82708,0.12088,0.37697,-0.39903,316.4661,43.3585,-0.12275,-0.18692,0.53486,0.81481,0.10468,2.47,2.5183
27/4/2016 18:17,16/1/2016 18:48,569A9097,1,940,2016011618,2,1179,11,1,0.017651,19,1,0.023636,3,6148,6113,6074,0.8353,0.10543,0.36467,-0.39771,11,1,0.83527,0.1048,0.36466,-0.39795,318.4911,45.4045,0.12961,0.19494,-0.54927,-0.80219,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.284,1,0,55.9758,6851118.378,573271.4466,688342.7767,-803.1749,7341.8129,1810.5688,5.842,-32.8882,531518.8821,0.82708,0.12088,0.37697,-0.39903,316.4663,43.3585,-0.12275,-0.18692,0.53486,0.81481,0.076974,2.4557,2.5063
27/4/2016 18:17,16/1/2016 18:49,569A90A1,1,932,2016011618,2,1189,10,1,0.017304,19,1,0.025321,3,6148,6113,6074,0.83534,0.10563,0.36466,-0.39757,10,1,0.8352,0.10488,0.36475,-0.39799,318.4784,45.3911,0.12956,0.19484,-0.5492,-0.80226,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.284,1,0,55.6901,6842672.195,646653.8304,706406.4506,-886.0232,7334.4323,1802.1068,5.9934,-32.3144,531462.0042,0.82708,0.12087,0.37697,-0.39903,316.4664,43.3585,-0.12275,-0.18692,0.53486,0.81481,0.099736,2.443,2.4903
