TimeOfProc,UTC,File,CRC,DataSize,MissionID,STEUMod,InternalTime,centroid_numStars,liebe_succeed,liebe_sraTime,liebe_possibleMatch,liebeAD_succeed,liebeAD_vfyTime,liebeAD_numStarsSRA,liebeAD_ID1,liebeAD_ID2,liebeAD_ID3,liebeAD_Qeci2stsCoarse_w,liebeAD_Qeci2stsCoarse_i,liebeAD_Qeci2stsCoarse_j,liebeAD_Qeci2stsCoarse_k,liebeAD_numStarsVfyAD,liebeAD_qualityliebeAD_Qeci2sts_w,liebeAD_Qeci2sts_i,liebeAD_Qeci2sts_j,liebeAD_Qeci2sts_k,liebeProc_boreRA,liebeProc_boreDEC,liebeProc_Qeci2sat_w,liebeProc_Qeci2sat_i,liebeProc_Qeci2sat_j,liebeProc_Qeci2sat_k,centThresh_maxInt,centThresh_areaLargerThan,liebe_cat,liebeTol_minStar,liebeTol_angDist,liebeTol_coneDist,vfyTol_minDist,vfyTol_minStar,vfyTol_minQuality,pred_jday,pred_canSTS,pred_isSSA,pred_ELA,pred_x_ECI,pred_y_ECI,pred_z_ECI,pred_vx_ECI,pred_vy_ECI,pred_vz_ECI,pred_lat,pred_long,pred_alt,pred_Qeci2sts_w,pred_Qeci2sts_i,pred_Qeci2sts_j,pred_Qeci2sts_k,pred_boreRA,pred_boreDEC,pred_Qeci2sat_w,pred_Qeci2sat_i,pred_Qeci2sat_j,pred_Qeci2sat_k,adVcoarse,coarseVpred,adVpred,
2016-04-27 18:24:15,31-Jan-2016 05:10:00,56AD9728,1,752,2016013105,2,29,9,1,0.017458,7,1,0.010184,3,6625,6675,6577,0.87227,0.00044285,0.4012,-0.27961,9,1,0.87233,0.0008021,0.40117,-0.27947,342.1214,42.6975,0.28421,0.2365,-0.53193,-0.76181,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457418.7153,1,0,83.3798,6303816.8816,-2271089.0293,1737654.9385,2667.6731,7093.0266,-420.9635,14.7104,133.0133,545328.6828,0.87282,0.0075558,0.38976,-0.29362,340.2964,44.1112,-0.26709,-0.23683,0.54104,0.76148,0.045154,2.2276,2.2222,
2016-04-27 18:24:15,31-Jan-2016 05:10:10,56AD9732,1,728,2016013105,2,39,10,1,0.017014,8,1,0.010035,3,6625,6675,6596,0.87231,0.00047507,0.4013,-0.27933,10,1,0.87234,0.00075015,0.40114,-0.27949,342.1277,42.7014,0.28422,0.2365,-0.53198,-0.76177,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457418.7154,1,0,83.3388,6330114.1803,-2200022.9776,1733340.5232,2591.6838,7119.9188,-441.8984,14.6737,133.6197,545287.2389,0.87282,0.0075518,0.38977,-0.29362,340.2971,44.1111,-0.2671,-0.23683,0.54104,0.76148,0.041215,2.2557,2.22,
2016-04-27 18:24:15,31-Jan-2016 05:10:20,56AD973C,1,696,2016013105,2,49,8,1,0.017213,8,1,0.010246,3,6625,6675,6596,0.87243,0.00050868,0.40108,-0.27929,8,1,0.87251,0.00090019,0.40087,-0.27935,342.1182,42.7353,0.28409,0.23685,-0.53196,-0.76171,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457418.7155,1,0,83.2858,6355650.0069,-2128692.2789,1728817.0179,2515.3814,7145.9551,-462.7805,14.6352,134.2258,545244.8651,0.87282,0.0075477,0.38977,-0.29362,340.2977,44.1109,-0.2671,-0.23683,0.54104,0.76148,0.052257,2.2423,2.2076,
2016-04-27 18:24:16,31-Jan-2016 05:10:30,56AD9746,1,720,2016013105,2,59,7,1,0.017072,7,1,0.01018,3,6625,6675,6577,0.87246,0.00051269,0.40081,-0.27957,7,1,0.87263,0.0010536,0.40071,-0.27918,342.1081,42.7547,0.28402,0.23713,-0.53188,-0.76171,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457418.7156,1,0,83.2207,6380421.3743,-2057105.2208,1724084.945,2438.7748,7171.1323,-483.6071,14.5949,134.8317,545201.5684,0.87282,0.0075437,0.38977,-0.29362,340.2983,44.1107,-0.26711,-0.23683,0.54104,0.76148,0.079442,2.201,2.2047,
2016-04-27 18:24:16,31-Jan-2016 05:10:40,56AD9750,1,668,2016013105,2,69,9,1,0.017111,7,1,0.0090599,3,6625,6675,6596,0.8725,0.00050285,0.4008,-0.27946,9,1,0.87264,0.00085079,0.40054,-0.27941,342.124,42.7755,0.28396,0.23705,-0.53217,-0.76155,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457418.7157,1,0,83.1438,6404425.0897,-1985270.9867,1719144.9099,2361.8737,7195.4472,-504.3757,14.5528,135.4373,545157.3567,0.87282,0.0075397,0.38977,-0.29362,340.2989,44.1106,-0.26711,-0.23682,0.54104,0.76147,0.052429,2.2094,2.1827,
2016-04-27 18:24:16,31-Jan-2016 05:10:50,56AD975A,1,688,2016013105,2,79,9,1,0.017149,8,1,0.010134,3,6625,6675,6596,0.87262,0.00055027,0.40065,-0.27932,9,1,0.87272,0.0008558,0.40039,-0.27935,342.1282,42.7942,0.28393,0.23721,-0.53222,-0.76148,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457418.7159,1,0,83.0549,6427658.3525,-1913197.9261,1713997.4858,2284.687,7218.8969,-525.0839,14.509,136.0428,545112.2374,0.87282,0.0075358,0.38977,-0.29361,340.2995,44.1104,-0.26711,-0.23682,0.54104,0.76147,0.047804,2.2093,2.1771,
2016-04-27 18:24:17,31-Jan-2016 05:11:00,56AD9764,1,704,2016013105,2,89,10,1,0.017076,8,1,0.010321,3,6625,6675,6596,0.8727,0.00069353,0.40051,-0.27927,10,1,0.87261,0.00080779,0.40033,-0.27979,342.1067,42.8018,0.28369,0.23693,-0.53249,-0.76147,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457418.716,1,0,82.9543,6450118.4421,-1840894.4138,1708643.2681,2207.2237,7241.4787,-545.7292,14.4633,136.6479,545066.2181,0.87282,0.0075319,0.38977,-0.29361,340.3001,44.1103,-0.26712,-0.23682,0.54104,0.76147,0.064844,2.1977,2.1375,
2016-04-27 18:24:17,31-Jan-2016 05:11:10,56AD976E,1,668,2016013105,2,99,9,1,0.017117,8,1,0.010015,3,6625,6675,6596,0.87257,0.00032004,0.40034,-0.27992,9,1,0.8726,0.00071199,0.40021,-0.27998,342.1086,42.8168,0.28359,0.23686,-0.53269,-0.76139,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457418.7161,1,0,82.8421,6471802.461,-1768369.7257,1703082.9416,2129.4937,7263.1896,-566.3089,14.4159,137.2529,545019.3072,0.87282,0.007528,0.38977,-0.29361,340.3007,44.1101,-0.26712,-0.23682,0.54104,0.76147,0.047816,2.1474,2.1168,
2016-04-27 18:24:17,31-Jan-2016 05:11:20,56AD9778,1,664,2016013105,2,109,10,1,0.017355,8,1,0.016153,3,6625,6677,6675,0.8725,-0.00022829,0.40014,-0.28041,10,1,0.87257,0.00044894,0.4001,-0.28024,342.1304,42.8305,0.28358,0.2367,-0.533,-0.76123,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457418.7162,1,0,82.7184,6492707.8776,-1695632.2922,1697317.1522,2051.506,7284.0271,-586.8208,14.3667,137.8575,544971.5128,0.87282,0.0075241,0.38978,-0.29361,340.3013,44.1099,-0.26712,-0.23682,0.54104,0.76147,0.080607,2.1186,2.0993,
2016-04-27 18:24:17,31-Jan-2016 05:11:30,56AD9782,1,636,2016013105,2,119,9,1,0.017191,8,1,0.015165,3,6625,6677,6675,0.87269,2.8339e-05,0.40014,-0.27983,9,1,0.87265,0.00047192,0.4,-0.28014,342.1349,42.8433,0.28358,0.23686,-0.53298,-0.76119,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457418.7163,1,0,82.5833,6512832.2406,-1622690.5664,1691346.567,1973.2695,7303.9888,-607.2623,14.3157,138.4619,544922.843,0.87282,0.0075203,0.38978,-0.29361,340.3019,44.1098,-0.26713,-0.23682,0.54105,0.76147,0.063804,2.1545,2.1002,
