TimeOfProc,UTC,File,CRC,DataSize,MissionID,STEUMod,InternalTime,centroid_numStars,liebe_succeed,liebe_sraTime,liebe_possibleMatch,liebeAD_succeed,liebeAD_vfyTime,liebeAD_numStarsSRA,liebeAD_ID1,liebeAD_ID2,liebeAD_ID3,liebeAD_Qeci2stsCoarse_w,liebeAD_Qeci2stsCoarse_i,liebeAD_Qeci2stsCoarse_j,liebeAD_Qeci2stsCoarse_k,liebeAD_numStarsVfyAD,liebeAD_qualityliebeAD_Qeci2sts_w,liebeAD_Qeci2sts_i,liebeAD_Qeci2sts_j,liebeAD_Qeci2sts_k,liebeProc_boreRA,liebeProc_boreDEC,liebeProc_Qeci2sat_w,liebeProc_Qeci2sat_i,liebeProc_Qeci2sat_j,liebeProc_Qeci2sat_k,centThresh_maxInt,centThresh_areaLargerThan,liebe_cat,liebeTol_minStar,liebeTol_angDist,liebeTol_coneDist,vfyTol_minDist,vfyTol_minStar,vfyTol_minQuality,pred_jday,pred_canSTS,pred_isSSA,pred_ELA,pred_x_ECI,pred_y_ECI,pred_z_ECI,pred_vx_ECI,pred_vy_ECI,pred_vz_ECI,pred_lat,pred_long,pred_alt,pred_Qeci2sts_w,pred_Qeci2sts_i,pred_Qeci2sts_j,pred_Qeci2sts_k,pred_boreRA,pred_boreDEC,pred_Qeci2sat_w,pred_Qeci2sat_i,pred_Qeci2sat_j,pred_Qeci2sat_k,adVcoarse,coarseVpred,adVpred,
2016-04-27 18:29:17,05-Mar-2016 23:11:30,56DB67A2,1,568,2016030523,1,29,9,1,0.01696,11,0,0.02026,,,,,,,,,,,,,,,,,,,,,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457453.4663,1,0,53.122,166144.1942,-6698415.83,-1719475.6424,7575.7404,61.3432,530.4244,-14.4734,119.6512,540775.4366,0.13455,0.22562,-0.34617,0.90065,294.5978,41.1881,-0.38013,-0.48187,0.46723,0.6364,
2016-04-27 18:29:17,05-Mar-2016 23:11:40,56DB67AC,1,556,2016030523,1,39,10,1,0.016931,12,0,0.022538,,,,,,,,,,,,,,,,,,,,,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457453.4664,1,0,53.3764,241890.4586,-6697398.7254,-1714067.5361,7573.2813,142.0746,551.1742,-14.426,120.2569,540673.9508,0.13455,0.22562,-0.34617,0.90065,294.5978,41.188,-0.38013,-0.48187,0.46723,0.6364,
2016-04-27 18:29:17,05-Mar-2016 23:11:50,56DB67B6,1,520,2016030523,1,49,9,1,0.016727,12,0,0.022238,,,,,,,,,,,,,,,,,,,,,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457453.4666,1,0,53.6274,317607.5657,-6695574.3627,-1708452.2566,7569.9092,222.7924,571.8583,-14.377,120.8624,540572.053,0.13455,0.22562,-0.34617,0.90065,294.5978,41.188,-0.38013,-0.48187,0.46723,0.6364,
2016-04-27 18:29:18,05-Mar-2016 23:12:00,56DB67C0,1,520,2016030523,1,59,7,1,0.017285,15,1,0.022586,3,5712,5692,5736,0.13591,0.22084,-0.34948,0.90035,7,1,0.13563,0.2209,-0.34983,0.90024,293.7033,41.1201,-0.37467,-0.48393,0.46889,0.63685,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457453.4667,1,0,53.875,393286.6921,-6692942.9147,-1702630.4499,7565.6245,303.4871,592.4742,-14.3261,121.4676,540469.7579,0.13455,0.22562,-0.34617,0.90065,294.5978,41.1879,-0.38013,-0.48187,0.46723,0.6364,0.054041,0.68476,0.69655,
2016-04-27 18:29:18,05-Mar-2016 23:12:10,56DB67CA,1,508,2016030523,1,69,9,1,0.016791,4,1,0.0068151,3,5731,5712,5692,0.13513,0.22058,-0.34999,0.90033,8,0.88889,0.13541,0.22076,-0.35012,0.90019,293.678,41.0989,-0.37446,-0.48423,0.46875,0.63685,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457453.4668,1,0,54.1191,468918.1044,-6689504.685,-1696602.8577,7560.4276,384.1483,613.0192,-14.2735,122.0726,540367.0814,0.13455,0.22562,-0.34617,0.90065,294.5978,41.1878,-0.38013,-0.48187,0.46723,0.6364,0.043981,0.72866,0.72604,
2016-04-27 18:29:18,05-Mar-2016 23:12:20,56DB67D4,1,516,2016030523,1,79,8,1,0.016886,13,0,0.020684,,,,,,,,,,,,,,,,,,,,,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457453.4669,1,0,54.3596,544492.9878,-6685260.0439,-1690370.1766,7554.3191,464.7668,633.4911,-14.2192,122.6772,540264.0382,0.13455,0.22562,-0.34617,0.90065,294.5978,41.1877,-0.38013,-0.48187,0.46723,0.6364,
2016-04-27 18:29:18,05-Mar-2016 23:12:30,56DB67DE,1,500,2016030523,1,89,7,1,0.017385,30,1,0.042437,3,5731,5692,5736,0.13437,0.22022,-0.3503,0.90041,7,1,0.13502,0.22054,-0.35042,0.90019,293.655,41.0818,-0.37426,-0.48468,0.46858,0.63675,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457453.467,1,0,54.5966,620002.5327,-6680209.4461,-1683933.1249,7547.2995,545.3331,653.8874,-14.1631,123.2816,540160.6433,0.13454,0.22562,-0.34617,0.90065,294.5978,41.1877,-0.38012,-0.48188,0.46722,0.6364,0.088335,0.77912,0.7618,
2016-04-27 18:29:19,05-Mar-2016 23:12:40,56DB67E8,1,512,2016030523,1,99,9,1,0.017031,4,1,0.0067502,3,5731,5712,5692,0.13465,0.22012,-0.35032,0.90039,8,0.88889,0.13496,0.22032,-0.35043,0.90025,293.6313,41.0954,-0.37415,-0.48481,0.46869,0.63663,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457453.4671,1,0,54.8298,695437.0253,-6674353.5059,-1677292.5238,7539.3698,625.8369,674.2054,-14.1052,123.8856,540056.9129,0.13454,0.22562,-0.34617,0.90064,294.5978,41.1876,-0.38012,-0.48188,0.46722,0.6364,0.047169,0.78918,0.78201,
2016-04-27 18:29:19,05-Mar-2016 23:12:50,56DB67F2,1,488,2016030523,1,109,6,1,0.016889,12,1,0.019387,3,5692,5715,5736,0.13555,0.22031,-0.34996,0.90034,6,1,0.13468,0.22026,-0.35052,0.90027,293.6361,41.0906,-0.37415,-0.48507,0.46857,0.63652,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457453.4672,1,0,55.0593,770787.6716,-6667692.8754,-1670449.1417,7530.5307,706.2687,694.4428,-14.0457,124.4893,539952.8623,0.13454,0.22562,-0.34617,0.90064,294.5977,41.1875,-0.38012,-0.48188,0.46722,0.6364,0.11843,0.75667,0.79166,
2016-04-27 18:29:19,05-Mar-2016 23:13:00,56DB67FC,1,488,2016030523,1,119,8,1,0.017054,4,1,0.0067795,3,5731,5712,5692,0.13327,0.21978,-0.35047,0.90061,8,1,0.13426,0.2203,-0.35047,0.90034,293.6717,41.0922,-0.37434,-0.48535,0.46839,0.63632,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457453.4674,1,0,55.2851,846045.6853,-6660228.2907,-1663403.7684,7520.7832,786.6193,714.5972,-13.9844,125.0928,539848.5068,0.13454,0.22561,-0.34617,0.90064,294.5977,41.1874,-0.38012,-0.48188,0.46722,0.6364,0.13157,0.84314,0.7845,
2016-04-27 18:29:19,05-Mar-2016 23:13:10,56DB6806,1,500,2016030523,1,129,7,1,0.01724,11,1,0.0026436,3,75,97,26,0.89498,-0.11788,0.23105,-0.36296,5,0.71429,0.89538,-0.11778,0.23065,-0.36224,5.0237,59.9809,0.36313,0.86035,0.33147,0.13443,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457453.4675,1,0,55.5071,921201.3827,-6651960.6764,-1656157.3036,7510.1284,866.8782,734.666,-13.9214,125.6959,539743.863,0.13454,0.22561,-0.34617,0.90064,294.5977,41.1873,-0.38012,-0.48188,0.46722,0.6364,0.10532,-143.5124,-143.6161,
2016-04-27 18:29:19,05-Mar-2016 23:13:20,56DB6810,1,472,2016030523,1,139,7,1,0.016801,13,0,0.020178,,,,,,,,,,,,,,,,,,,,,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457453.4676,1,0,55.7251,996246.3015,-6642890.9276,-1648710.5564,7498.5676,947.0364,754.6469,-13.8567,126.2986,539638.946,0.13454,0.22561,-0.34618,0.90064,294.5977,41.1872,-0.38012,-0.48188,0.46722,0.6364,
2016-04-27 18:29:20,05-Mar-2016 23:13:30,56DB681A,1,496,2016030523,1,149,9,1,0.016742,11,0,0.020067,,,,,,,,,,,,,,,,,,,,,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457453.4677,1,0,55.9393,1071170.7838,-6633020.1754,-1641064.4784,7486.102,1027.0837,774.5374,-13.7904,126.901,539533.7727,0.13454,0.22561,-0.34618,0.90064,294.5976,41.1871,-0.38012,-0.48188,0.46722,0.6364,
