TimeOfProc,UTC,File,CRC,DataSize,MissionID,STEUMod,InternalTime,centroid_numStars,liebe_succeed,liebe_sraTime,liebe_possibleMatch,liebeAD_succeed,liebeAD_vfyTime,liebeAD_numStarsSRA,liebeAD_ID1,liebeAD_ID2,liebeAD_ID3,liebeAD_Qeci2stsCoarse_w,liebeAD_Qeci2stsCoarse_i,liebeAD_Qeci2stsCoarse_j,liebeAD_Qeci2stsCoarse_k,liebeAD_numStarsVfyAD,liebeAD_qualityliebeAD_Qeci2sts_w,liebeAD_Qeci2sts_i,liebeAD_Qeci2sts_j,liebeAD_Qeci2sts_k,liebeProc_boreRA,liebeProc_boreDEC,liebeProc_Qeci2sat_w,liebeProc_Qeci2sat_i,liebeProc_Qeci2sat_j,liebeProc_Qeci2sat_k,centThresh_maxInt,centThresh_areaLargerThan,liebe_cat,liebeTol_minStar,liebeTol_angDist,liebeTol_coneDist,vfyTol_minDist,vfyTol_minStar,vfyTol_minQuality,pred_jday,pred_canSTS,pred_isSSA,pred_ELA,pred_x_ECI,pred_y_ECI,pred_z_ECI,pred_vx_ECI,pred_vy_ECI,pred_vz_ECI,pred_lat,pred_long,pred_alt,pred_Qeci2sts_w,pred_Qeci2sts_i,pred_Qeci2sts_j,pred_Qeci2sts_k,pred_boreRA,pred_boreDEC,pred_Qeci2sat_w,pred_Qeci2sat_i,pred_Qeci2sat_j,pred_Qeci2sat_k,adVcoarse,coarseVpred,adVpred,
2016-04-27 18:17:40,16-Jan-2016 19:46:15,569A9E07,1,552,2016011619,1,29,8,1,0.016852,9,1,0.010975,3,4887,4908,4933,0.5175,0.17675,-0.42975,0.71852,8,1,0.51709,0.17657,-0.43,0.71871,256.5901,34.6002,-0.11972,-0.1894,0.54435,0.80838,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.3238,1,0,55.0027,-5083706.663,-4444921.8615,-1540170.1383,5117.8382,-5510.1381,-992.1827,-12.9907,169.1337,549230.062,0.5159,0.18698,-0.43418,0.71441,257.4649,33.577,-0.12269,-0.18742,0.53475,0.81478,0.063283,1.3741,1.3839,
2016-04-27 18:17:40,16-Jan-2016 19:46:25,569A9E11,1,520,2016011619,1,39,7,1,0.017473,23,1,0.022545,3,4887,4933,4949,0.51766,0.17686,-0.42976,0.71837,7,1,0.51697,0.17647,-0.43017,0.71872,256.5782,34.5848,-0.11961,-0.18959,0.5443,0.80839,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.3239,1,0,55.2941,-5032223.5174,-4499755.8559,-1549999.2292,5178.5772,-5456.4317,-973.577,-13.0739,169.7302,549246.9322,0.5159,0.18698,-0.43418,0.71441,257.4649,33.577,-0.12269,-0.18743,0.53475,0.81478,0.10991,1.3598,1.3856,
2016-04-27 18:17:41,16-Jan-2016 19:46:35,569A9E1B,1,528,2016011619,1,49,6,1,0.017359,22,1,0.021144,3,4887,4933,4949,0.51721,0.17659,-0.43002,0.71861,6,1,0.51686,0.17629,-0.43032,0.71875,256.5563,34.5751,-0.11945,-0.1898,0.54432,0.80835,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.324,1,0,55.582,-4980136.2909,-4554049.2827,-1559641.6326,5238.6937,-5402.0706,-954.8541,-13.1555,170.3271,549262.4989,0.5159,0.18698,-0.43418,0.71441,257.4649,33.5769,-0.12269,-0.18743,0.53475,0.81478,0.065283,1.3785,1.3985,
2016-04-27 18:17:41,16-Jan-2016 19:46:45,569A9E25,1,636,2016011619,1,59,8,1,0.017699,23,1,0.02234,3,4887,4933,4949,0.51795,0.17691,-0.42987,0.71808,8,1,0.51694,0.17644,-0.43038,0.71862,256.5617,34.5612,-0.11944,-0.18967,0.54418,0.80847,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.3241,1,0,55.8664,-4927451.0356,-4607795.8468,-1569096.2284,5298.1809,-5347.0611,-936.0164,-13.2355,170.9244,549276.7562,0.5159,0.18698,-0.43418,0.71441,257.4649,33.5768,-0.12269,-0.18743,0.53475,0.81478,0.15301,1.3448,1.3771,
2016-04-27 18:17:41,16-Jan-2016 19:46:55,569A9E2F,1,620,2016011619,1,69,8,1,0.017566,18,1,0.020391,3,4887,4878,4933,0.51756,0.17651,-0.43036,0.71817,8,1,0.51693,0.17621,-0.43057,0.71857,256.5252,34.5494,-0.11916,-0.1898,0.54421,0.80846,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.3242,1,0,56.1473,-4874173.8652,-4660989.3097,-1578361.9158,5357.0319,-5291.4095,-917.066,-13.3139,171.5221,549289.6985,0.5159,0.18698,-0.43418,0.71441,257.4649,33.5767,-0.12269,-0.18743,0.53475,0.81478,0.094625,1.3614,1.3915,
2016-04-27 18:17:42,16-Jan-2016 19:47:05,569A9E39,1,600,2016011619,1,79,6,1,0.017454,23,1,0.022018,3,4887,4933,4949,0.51752,0.17641,-0.43024,0.71829,6,1,0.51671,0.17596,-0.43062,0.71876,256.5142,34.5555,-0.11913,-0.19014,0.54433,0.80831,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.3244,1,0,56.4245,-4820311.6087,-4713622.858,-1587437.5055,5415.2391,-5235.1229,-898.0053,-13.3908,172.1202,549301.3201,0.5159,0.18698,-0.43418,0.71441,257.4649,33.5767,-0.12269,-0.18743,0.53475,0.81478,0.12671,1.3793,1.4204,
2016-04-27 18:17:42,16-Jan-2016 19:47:15,569A9E43,1,604,2016011619,1,89,8,1,0.017084,9,1,0.010996,3,4887,4908,4933,0.51741,0.17635,-0.43056,0.7182,8,1,0.51673,0.176,-0.43087,0.71858,256.499,34.5233,-0.11893,-0.19014,0.54414,0.80846,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.3245,1,0,56.6981,-4765870.3025,-4765690.5969,-1596321.9783,5472.7961,-5178.2076,-878.8365,-13.466,172.7188,549311.6158,0.51589,0.18698,-0.43418,0.71441,257.4648,33.5766,-0.12269,-0.18743,0.53475,0.81478,0.10414,1.3697,1.4011,
2016-04-27 18:17:42,16-Jan-2016 19:47:25,569A9E4D,1,604,2016011619,1,99,8,1,0.017346,9,1,0.010941,3,4887,4908,4933,0.51766,0.17641,-0.4305,0.71803,8,1,0.51661,0.17587,-0.43091,0.71868,256.4922,34.5253,-0.11891,-0.19033,0.5442,0.80838,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.3246,1,0,56.9679,-4710856.924,-4817185.8569,-1605014.1935,5529.6955,-5120.671,-859.5619,-13.5396,173.3177,549320.5803,0.51589,0.18698,-0.43418,0.71441,257.4648,33.5765,-0.12269,-0.18743,0.53475,0.81478,0.16188,1.3636,1.4171,
2016-04-27 18:17:43,16-Jan-2016 19:47:35,569A9E57,1,624,2016011619,1,109,8,1,0.017682,23,1,0.022721,3,4887,4933,4949,0.5176,0.17639,-0.43041,0.71814,8,1,0.51683,0.17605,-0.43086,0.71851,256.4965,34.5233,-0.11891,-0.19002,0.54413,0.8085,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.3247,1,0,57.2339,-4655277.8628,-4868102.6664,-1613513.1411,5585.9307,-5062.5195,-840.184,-13.6115,173.917,549328.2089,0.51589,0.18698,-0.43418,0.71441,257.4648,33.5764,-0.12268,-0.18743,0.53475,0.81478,0.1167,1.3714,1.3955,
2016-04-27 18:17:43,16-Jan-2016 19:47:45,569A9E61,1,612,2016011619,1,119,6,1,0.017932,23,1,0.023237,3,4887,4933,4949,0.51701,0.17604,-0.43058,0.71855,6,1,0.51631,0.17565,-0.43092,0.71894,256.4923,34.5346,-0.11896,-0.19072,0.54432,0.8082,204,3,pattern_catalogue_doublestarM6_3_MUC4_5_PUC0_1,3,0.1,1.3,12,5,0.65,2457404.3248,1,0,57.496,-4599139.567,-4918435.1137,-1621817.8311,5641.4954,-5003.7601,-820.7048,-13.6818,174.5167,549334.4969,0.51589,0.18698,-0.43418,0.71441,257.4647,33.5763,-0.12268,-0.18744,0.53475,0.81478,0.11001,1.4082,1.4482,
